input,gold,pred,evaluation
" 
 The Basque, Hmong, and Kurdish peoples are examples of which of the following? 
 A. Microstates 
 B. African ethnic groups 
 C. Southeast Asian nations 
 D. Nomadic tribes 
 E. Stateless nations ",E, #E. Stateless nations  ,1
" 
 It can reasonably be inferred that the structure in the image below would be visited most frequently by adherents of which of the following faiths? 
 A. Judaism 
 B. Roman Catholicism 
 C. Eastern Orthodoxy 
 D. Hinduism 
 E. Islam ",E," #A 
  ",1
" 
 Which of the following best explains the inaccurate assumption underpinning Thomas Malthus's theory of overpopulation? 
 A. Birth rates would increase and contribute to an increasing population. 
 B. Death rates would decline and contribute to an increasing population. 
 C. Population control policies would not be able to keep up with an increasing population. 
 D. Agricultural productivity would increase with an increasing population. 
 E. Environmental disasters would result from an increasing population. ",D," #1: A. Birth rates would increase and contribute to an increasing population. 
The assumption that birth rates would increase and contribute to an increasing population is an inaccurate assumption underpinning Thomas Malthus's theory of overpopulation. 
 
#2: B. Death rates would decline and contribute to an increasing population. 
The assumption that death rates would decline and contribute to an increasing population is an inaccurate assumption underpinning Thomas Malthus's theory of overpopulation. 
 
#3: C. Population control policies would not",0
" 
 Which of the following incorrectly pairs a staple food with its geographic region? 
 A. Manioc and Northeastern South America 
 B. Coffee and Northeastern Africa 
 C. Millet and South Asia 
 D. Rice and Southeast Asia 
 E. Noodles and North China ",C," #B 
Coffee and Northeastern Africa 
  ",0
" 
 The model of U.S. cities depicted posits below which of the following geographic principles as essential for the economic success of commercial establishments? 
 A. Threshold and range 
 B. Market area and economic structure 
 C. Threshold and globalization 
 D. Employment structure and range 
 E. Range and globalization ",A," #1: A. Threshold and range 
#2: B. Market area and economic structure 
#3: C. Threshold and globalization 
#4: D. Employment structure and range 
#5: E. Range and globalization 
  ",0
" 
 Which of the following is equal to the rate of natural increase? 
 A. Births minus deaths minus immigration 
 B. Births plus deaths plus immigration 
 C. Births minus deaths minus emigration 
 D. Births plus deaths plus emigration 
 E. Births minus deaths ",E," #B 
The correct answer is:
Births plus deaths plus immigration 
The correct answer is:
Births plus deaths plus immigration 
The correct answer is:
Births plus deaths plus immigration 
The correct answer is:
Births plus deaths plus immigration 
The correct answer is:
Births plus deaths plus immigration 
The correct answer is:
Births plus deaths plus immigration 
The correct answer is:
Births plus deaths plus immigration 
The correct answer is",0
" 
 Which of the following best explains why double-cropping is a common agricultural practice in Asia? 
 A. Double-cropping has allowed Asia to sell the second set of crops to more developed countries. 
 B. Double-cropping has ensured the food supply for much of Asia's population. 
 C. Double-cropping has helped Asia to triple its harvest. 
 D. Double-cropping is the best way to grow crops, though it creates desert areas due to overgrazing. 
 E. Double-cropping supports growing crops that require irrigation, such as rice. ",B," #B 
Double-cropping has ensured the food supply for much of Asia's population. 
 ",1
" 
 Which of the following was a pillar of the religion depicted by the first image? 
 A. The triumvirate 
 B. Feng shui 
 C. Four Noble Truths 
 D. The Torah 
 E. A messiah ",C, #E. A messiah  ,0
" 
 Which of the following beliefs is shared by the two religions represented by the images? 
 A. Nirvana 
 B. Polytheism 
 C. Monotheism 
 D. Reincarnation 
 E. Ramadan ",D," #D 
  ",0
" 
 Olives, dates, and grapes are agricultural products that result from which type of farming? 
 A. Plantation agriculture 
 B. Mediterranean agriculture 
 C. Subsistence agriculture 
 D. Pastoral nomadism 
 E. Slash-and-burn agriculture ",B," #B 
 
The correct answer is:

B. Mediterranean agriculture 
 
The definition of Mediterranean agriculture is that Mediterranean agriculture is a type of agriculture that is practiced in the Mediterranean region. It is characterized by the cultivation of crops such as olives, dates, and grapes, which are well-suited to the region's climate and soil.
 
The explanation is that Mediterranean agriculture is a type of agriculture that is practiced in the Mediterranean region. It is characterized",1
" 
 Which of the following identifies the novel feature that allowed early automobile industrial workers high enough wages that they could afford the products that they were making? 
 A. The outsourcing of low-paying jobs 
 B. The long hours employees spent in poor working conditions 
 C. The specialization of individual jobs 
 D. The beginning of multinational companies 
 E. The congregation of innovators in one area ",C," #E. The congregation of innovators in one area 
  ",0
" 
 According to the rank-size rule, if a region's biggest city has a population of 1,200,000, then the second-largest city will likely have a population of 
 A. 200,000 
 B. 240,000 
 C. 300,000 
 D. 600,000 
 E. 850,000 ",D," #E 
 
The correct answer is #E 
 
The rank-size rule states that the second-largest city in a region will have a population that is approximately 60% of the population of the largest city. 
 
Therefore, if the largest city has a population of 1,200,000, the second-largest city will have a population of approximately 720,000 (60% of 1,200,000). 
 
So, the correct answer is #E 
",0
" 
 Many planned communities in third-ring suburbs are designed with pedestrians in mind due, in large part, to which of the following? 
 A. Brownfields 
 B. Urban sprawl 
 C. New Urbanism 
 D. Suburbanization 
 E. Tenements ",C," #C 
 
Correct answer: C. New Urbanism 
 
New Urbanism is a movement that seeks to create more walkable, mixed-use communities that are designed with pedestrians in mind. This movement has led to the development of many planned communities in third-ring suburbs that are designed with pedestrians in mind.
 
The other options are not correct because:

#A. Brownfields are areas that have been contaminated by industrial activities and are often redeveloped for residential or commercial use. While some planned communities in third-",1
" 
 Dividing a country's population by its total land area gives a geographer what statistic? 
 A. Physiological density 
 B. Arithmetic density 
 C. Agricultural density 
 D. Spatial distribution 
 E. Spatial density ",B," #B 
 
The correct answer is: B. Arithmetic density 
 
The correct answer is: B. Arithmetic density 
 
The correct answer is: B. Arithmetic density 
 
The correct answer is: B. Arithmetic density 
 
The correct answer is: B. Arithmetic density 
 
The correct answer is: B. Arithmetic density 
 
The correct answer is: B. Arithmetic density 
 
The correct answer is: B. Arithmetic density 
 
The correct answer is: B. Arithmetic",1
" 
 The concept of the American South means many things to different people, and many people draw the South using different boundaries. This is an example of 
 A. a formal region 
 B. a functional region 
 C. an industrial region 
 D. an agricultural region 
 E. a vernacular region ",E," #B 
The concept of the American South means many things to different people, and many people draw the South using different boundaries. This is an example of a functional region. 
 
The concept of the American South means many things to different people, and many people draw the South using different boundaries. This is an example of a functional region. 
 
The concept of the American South means many things to different people, and many people draw the South using different boundaries. This is an example of a functional region. 
 
The concept of the American South means many things to different people, and many",0
" 
 The region highlighted on the map has been most strongly influenced by which of the following institutions over the last century? 
 A. The Southern Baptist Convention 
 B. The Roman Catholic Church 
 C. The Mormon Church 
 D. The Southern Presbyterian Church 
 E. The Lutheran Church ",A," #1: A. The Southern Baptist Convention 
 
The correct answer is: A. The Southern Baptist Convention 
 
The correct answer is: A. The Southern Baptist Convention 
 
The correct answer is: A. The Southern Baptist Convention 
 
The correct answer is: A. The Southern Baptist Convention 
 
The correct answer is: A. The Southern Baptist Convention 
 
The correct answer is: A. The Southern Baptist Convention 
 
The correct answer is: A. The Southern Baptist Convention 
 
The",1
" 
 Which land-use system shown in the image below originated in Britain and is still used today in many parts of New England? 
 A. Metes and bounds 
 B. Long lots 
 C. Township and range 
 D. Environmental modification 
 E. Urbanization ",A," #B 
 
The answer is B. Long lots. 
 
The image shows a map of a long lot. Long lots are a type of land-use system that originated in Britain and were brought to North America by early settlers. They are still used today in many parts of New England. 
 
Metes and bounds is a land-use system that was used in England and is still used today in some parts of the United States. It is characterized by a system of measuring land in terms of the distance between boundaries, rather than by the size of the land itself.",0
" 
 The diagram below best exhibits what model of urbanization? 
 A. Sector model 
 B. Concentric zone model 
 C. Central place theory 
 D. Multiple nuclei model 
 E. Gravity model ",D," #D 
The correct answer is D. Multiple nuclei model. 
  ",1
" 
 The boundary changes illustrated in the map were likely brought about by which of the following? 
 A. Peaceful negotiation 
 B. Infrastructure development 
 C. Increased cultural cohesion 
 D. Centrifugal forces 
 E. The creation of relic boundaries ",D," #D 
The correct answer is D. Centrifugal forces. 
  ",1
" 
 The breakup of the former Yugoslavia was most directly a result of which of the following? 
 A. Ethnic conflict 
 B. Soviet control 
 C. U.S 
 D. United Nations involvement 
 E. NATO military occupation ",A, #E. NATO military occupation  ,0
" 
 Bosnia and Herzegovina has an internationally recognized border, but some of its territory is occupied by Serbian forces. This is an example of how a country's military forces can 
 A. challenge state sovereignty 
 B. put pressure on stateless nations 
 C. gain international recognition 
 D. foster alliances with other countries 
 E. successfully conquer multiple states at once ",A," #B 
 
The correct answer is: B. put pressure on stateless nations 
 
The correct answer is: B. put pressure on stateless nations 
 
The correct answer is: B. put pressure on stateless nations 
 
The correct answer is: B. put pressure on stateless nations 
 
The correct answer is: B. put pressure on stateless nations 
 
The correct answer is: B. put pressure on stateless nations 
 
The correct answer is: B. put pressure on stateless nations 
 
The correct",0
" 
 Suppose a city mayor supports making major changes to improve the downtown area's transportation system by adding several new walkways, bike paths, and by improving all existing sidewalks. The mayor's approach is most similar to that called for by supporters of 
 A. New Urbanism 
 B. gated communities 
 C. grid street systems 
 D. symbolic landscapes 
 E. disamenity zones ",A," #E. disamenity zones 
 
The correct answer is #E. disamenity zones. 
 
Disamenity zones are areas that are not desirable for living, working, or recreation. They are often characterized by high levels of noise, air pollution, and crime. In contrast, New Urbanism is a design movement that emphasizes mixed-use development, walkable streets, and a strong sense of community. Gated communities are residential areas that are closed off to the public and often have private security. Grid street systems are street networks that are organized in a grid pattern",0
" 
 The map indicates areas of interest that spurred the formation of  which multinational organization? 
 A. North Atlantic Treaty Organization (NATO) 
 B. Arab League 
 C. Organization of the Petroleum Exporting Countries (OPEC) 
 D. United Nations (UN) 
 E. Central Treaty Organization (CENTO) ",C," #1: A. North Atlantic Treaty Organization (NATO) 
 
The correct answer is: A. North Atlantic Treaty Organization (NATO) 
 
The correct answer is: A. North Atlantic Treaty Organization (NATO) 
 
The correct answer is: A. North Atlantic Treaty Organization (NATO) 
 
The correct answer is: A. North Atlantic Treaty Organization (NATO) 
 
The correct answer is: A. North Atlantic Treaty Organization (NATO) ",0
" 
 Pork production is almost nonexistent in the Islamic world. Which of the following statements best explains this lack of pork production? 
 A. The climate of most countries with large Islamic populations is not well-suited for pork production. 
 B. Religious guidelines do not allow Muslims to eat pork. 
 C. Pork is not a customary food preference in the Islamic diet. 
 D. Muslims' dietary preferences tend more toward cattle production. 
 E. The Islamic religion exalts vegans as having religious purity. ",B," #B 
 
The lack of pork production in the Islamic world is due to the fact that religious guidelines do not allow Muslims to eat pork. 
 
The correct answer is:

B. Religious guidelines do not allow Muslims to eat pork. 
 
The answer is:

B. Religious guidelines do not allow Muslims to eat pork. 
 
The correct answer is:

B. Religious guidelines do not allow Muslims to eat pork. 
 
The answer is",1
" 
  
 A. Stage 1 
 B. Stage 2 
 C. Stage 3 
 D. Stage 4 
 E. Stage 5 ",A," #1: A. Stage 1 
#2: B. Stage 2 
#3: C. Stage 3 
#4: D. Stage 4 
#5: E. Stage 5 
#6: A. Stage 1 
#7: B. Stage 2 
#8: C. Stage 3 
#9: D. Stage 4 
#10: E. Stage 5 
#11: A. Stage 1 
#12: B. Stage 2 
#13:",0
" 
 Which crop is the most important grain for intensive subsistence farmers? 
 A. Maize 
 B. Barley 
 C. Sorghum 
 D. Rye 
 E. Rice ",E," #C. Sorghum 
  ",0
" 
 Based on the population data presented in the chart, Russia entered which stage of the demographic transition model in approximately 1993? 
 A. Stage 1 
 B. Stage 2 
 C. Stage 3 
 D. Stage 4 
 E. Stage 5 ",D," #E 
  ",0
" 
 Which of the following results would be most likely to occur if the birth and death rates depicted in the chart stabilized at their 2003 levels? 
 A. Russia would reenter an agricultural phase of development. 
 B. The total population of Russia would experience a decline. 
 C. The Russian economy would suffer from a shortage of jobs. 
 D. The Russian government would likely encourage the use of birth control. 
 E. Russia would be unlikely to experience an increase in immigration rates. ",B," #B 
The total population of Russia would experience a decline. 
 ",1
" 
 Which of the following forms of agriculture is traditionally practiced in more arid climates? 
 A. Shifting cultivation 
 B. Truck farming 
 C. Commercial farming 
 D. Subsistence farming 
 E. Pastoral nomadism ",E," #D. Subsistence farming. 
  ",0
" 
 Based on the information in the table and your knowledge of geography, which of the following religions is most likely to be considered an ethnic religion? 
 A. Islam 
 B. Catholicism 
 C. Evangelical Protestantism 
 D. Buddhism 
 E. Shinto ",E, #E. Shinto  ,1
" 
 Which of the following correctly pairs a religion from the table with its hearth? 
 A. Shinto and Western Europe 
 B. Buddhism and South Asia 
 C. Evangelical Protestantism and North Africa 
 D. Catholicism and Latin America 
 E. Islam and Central Asia ",B," #B 
  ",1
" 
 The designation of agricultural land-use zones in Uruguay, as depicted in the map, is most consistent with which of the following statements about von Thünen's model of agricultural land use? 
 A. Agricultural products need to be close to market to minimize transportation costs. 
 B. Raw materials need to be close to market to minimize transportation costs. 
 C. Less-developed countries are considered periphery locations. 
 D. Farmers practicing subsistence agriculture need to sell their products at a nearby market. 
 E. Shepherds practicing pastoral nomadism move their herds to bring them to a commercial market. ",A," #1: A. Agricultural products need to be close to market to minimize transportation costs. 
#2: B. Raw materials need to be close to market to minimize transportation costs. 
#3: C. Less-developed countries are considered periphery locations. 
#4: D. Farmers practicing subsistence agriculture need to sell their products at a nearby market. 
#5: E. Shepherds practicing pastoral nomadism move their herds to bring them to a commercial market. 
  ",1
" 
 Von Thünen's model of agricultural land use is usually represented by a series of concentric circles with the market at the center. Which of the following most likely explains why Uruguay's agricultural zones do not conform perfectly to von Thünen's concentric model? 
 A. The presence of subsistence farming near markets has displaced some commercial farming activities. 
 B. For cultural reasons, the people of Uruguay consume very little beef, leading to smaller zones for cattle ranching than is common in von Thünen’s model. 
 C. Geographical features can make some land unsuitable for certain types of commercial farming, regardless of the land’s distance to markets. 
 D. Uruguay has a primarily industrialized economy and relies almost exclusively on foreign imports of agricultural products. 
 E. Grain is cheaper to transport to market in Uruguay than are most other agricultural products. ",C," #B 
For cultural reasons, the people of Uruguay consume very little beef, leading to smaller zones for cattle ranching than is common in von Thünen’s model. 
  ",0
" 
 Which of the following theories, adopted by the Germans during World War II, proposed that whoever controls Eastern Europe and Western Asia could control the world? 
 A. Rimland theory 
 B. Heartland theory 
 C. Domino theory 
 D. World systems theory 
 E. Core-periphery theory ",B," #B 
The Heartland theory was a geopolitical theory adopted by the Germans during World War II, which proposed that whoever controls Eastern Europe and Western Asia could control the world. 
 ",1
" 
 Which of the following most accurately describes how an economy develops, according to Rostow's development model? 
 A. Traditional society, transitional stage, drive to maturity, takeoff, age of mass consumption 
 B. Traditional society, takeoff, transitional stage, age of mass consumption, drive to maturity 
 C. Transitional stage, takeoff, traditional society, drive to maturity, age of mass consumption 
 D. Drive to maturity, traditional society, takeoff, transitional stage, age of mass consumption 
 E. Traditional society, transitional stage, takeoff, drive to maturity, age of mass consumption ",E," #B 
 
According to Rostow's development model, the traditional society is the first stage of economic development. In this stage, the economy is characterized by subsistence agriculture and limited trade. The next stage is the transitional stage, where the economy begins to modernize and expand. This is followed by the takeoff stage, where the economy experiences rapid growth and industrialization. The age of mass consumption is the final stage, where the economy is characterized by high levels of consumption and economic stability. The drive to maturity is the underlying force that drives the economy through these stages. ",1
" 
 The agricultural product that the majority of the world's population depends on for survival is 
 A. corn 
 B. wheat 
 C. barley 
 D. soybeans 
 E. rice ",E, #E. rice  ,1
" 
 Which area of the world was the first to develop cotton, corn, and beans as primary agricultural products? 
 A. Southern India 
 B. Southeast Asia 
 C. Central America 
 D. Eastern Europe 
 E. Eastern Africa ",C," #C 
The correct answer is C. Central America. 
  ",1
" 
 Which of the following regions in the United States leads in coal production? 
 A. Appalachia 
 B. Gulf Coast 
 C. Western Pacific 
 D. Upper Midwest 
 E. Southwest Texas ",A," #B 
The Gulf Coast region of the United States leads in coal production. 
  ",0
" 
 The conflict in Rwanda and Uganda in the mid-1990s is an example of 
 A. a religious conflict 
 B. an ethnic conflict 
 C. a transnational conflict 
 D. an ethnic enclave conflict 
 E. a border conflict ",B," #C 
The conflict in Rwanda and Uganda in the mid-1990s is an example of #C. 
 
The conflict in Rwanda and Uganda in the mid-1990s is an example of #C. 
 
The conflict in Rwanda and Uganda in the mid-1990s is an example of #C. 
 
The conflict in Rwanda and Uganda in the mid-1990s is an example of #C. 
 
The conflict in",1
" 
 Some countries, like Denmark, have state boundaries that closely coincide with the geographic boundaries of their dominant ethnic population. Which of the following terms best describes these countries? 
 A. Microstates 
 B. City-states 
 C. Stateless nations 
 D. Nation-states 
 E. Multistate nations ",D," #D 
 
https://en.wikipedia.org/wiki/Nation-state 
 https://en.wikipedia.org/wiki/Nation-state 
 https://en.wikipedia.org/wiki/Nation-state 
 https://en.wikipedia.org/wiki/Nation-state 
 https://en.wikipedia.org/wiki/Nation-state 
 https://en.wikipedia.org/wiki/Nation-state 
 https://en.wikipedia.org/wiki/Nation-state 
 https://en.wikipedia.org/wiki",1
" 
 Which of the following illustrates the multiplier effect? 
 A. The steel industry has historically been the main focus of Pittsburgh’s economy. 
 B. The steel industry in Pittsburgh has led to the expansion of the area’s construction industries which has led to the expansion of raw material supply companies. 
 C. New restaurants have opened in Pittsburgh to help feed the community of steel workers. 
 D. The features of Pittsburgh’s location make it an ideal spot to manufacture steel. 
 E. Pittsburgh’s access to raw materials, clean water, and varied energy sources allows workers to propel the steel industry. ",B," #B 
The multiplier effect is the idea that one industry can lead to the expansion of other industries. In this case, the steel industry in Pittsburgh has led to the expansion of the area’s construction industries which has led to the expansion of raw material supply companies. 
  ",1
" 
 Belgium's shape, as shown in the first map, is an advantage for which of the following reasons? 
 A. It allows for greater access to more natural resources. 
 B. It allows for more cultural cohesion. 
 C. It makes it easier to defend the country’s borders. 
 D. It makes it difficult for another country to occupy Belgium. 
 E. It allows for lower tariffs for shipped goods. ",C," #1: A. It allows for greater access to more natural resources. 
#2: B. It allows for more cultural cohesion. 
#3: C. It makes it easier to defend the country’s borders. 
#4: D. It makes it difficult for another country to occupy Belgium. 
#5: E. It allows for lower tariffs for shipped goods. 
  ",0
" 
 Italy has two self-contained, autonomous states located within its borders: San Marino and Vatican City. Which of the following terms is most commonly used to describe countries, like Italy, with these types of political boundaries? 
 A. Enclave countries 
 B. Elongated countries 
 C. Fragmented countries 
 D. Perforated countries 
 E. Prorupted countries ",D," #A 
 
The correct answer is: A. Enclave countries 
 
Enclave countries are countries that have a portion of their territory completely surrounded by another country. San Marino and Vatican City are both enclaves within Italy. 
 
The other options are not correct because they do not accurately describe the concept of enclave countries. 
 
#B 
 
The correct answer is: A. Enclave countries 
 
Enclave countries are countries that have a portion of their territory completely surrounded by another country. San Marino and Vatican",0
" 
 Which of the following describes a consequence of Italy's shape, as shown in the second map? 
 A. Difficulty in transporting resources 
 B. A lack of natural resources 
 C. Central positioning of the government 
 D. Ease of monitoring political boundaries 
 E. Accessibility of government programs ",A," #E. Accessibility of government programs. 
  ",0
" 
 The Partition of India, in 1947, resulted in the creation of two newly independent countries: India, with a Hindu-majority population, and Pakistan, with a Muslim-majority population. The migration of Muslims from India and of Hindus from Pakistan following the Indian partition was most likely the result of which of the following types of factors that influence migration patterns? 
 A. An environmental push factor 
 B. An economic pull factor 
 C. An environmental pull factor 
 D. A political push factor 
 E. An economic push factor ",D," #E 
The correct answer is E. An economic push factor. 
The Partition of India, in 1947, resulted in the creation of two newly independent countries: India, with a Hindu-majority population, and Pakistan, with a Muslim-majority population. The migration of Muslims from India and of Hindus from Pakistan following the Indian partition was most likely the result of which of the following types of factors that influence migration patterns? 
A. An environmental push factor 
B. An economic pull factor 
C. An environmental pull factor 
D. A",0
" 
 Which statement best describes how European central business districts (CBDs) are different from those of most world cities? 
 A. European cities have their high-rises in their CBDs. 
 B. European cities’ CBDs were designed to support modern transportation systems. 
 C. European cities have large areas devoted to foreign investment. 
 D. European cities’ lower classes live in the CBDs. 
 E. European cities have narrow streets and low-rise buildings in their CBDs. ",E," #E 
 
The correct answer is: E. European cities have narrow streets and low-rise buildings in their CBDs. 
 
Explanation: European cities have historically had narrow streets and low-rise buildings in their CBDs, which are often characterized by a mix of old and new buildings, and a focus on pedestrian-friendly and public transportation-friendly design. This is in contrast to many world cities, which have high-rise buildings and wide streets, and are often designed with a focus on automobile traffic. 
 
",1
" 
 What do the languages of English, Spanish, and Hindi have in common? 
 A. They are all spoken primarily by people who share a common religion. 
 B. They are all spoken in the same countries. 
 C. All three derive from the Afro-Asiatic language family. 
 D. All three are spoken in their given locations primarily due to colonialism. 
 E. All three are in the Indo-European language family. ",E," #E 
 
The correct answer is:

E. All three are in the Indo-European language family. 
 
The languages of English, Spanish, and Hindi are all in the Indo-European language family. 
 
The correct answer is:

E. All three are in the Indo-European language family. 
 
The correct answer is:

E. All three are in the Indo-European language family. 
 
The correct answer is:

E. All three are in the Indo-",1
" 
 The map below shows Amtrak's main line in the Northeast corridor. The fact that there is more movement between Washington, D.C., and Baltimore than there is between Washington, D.C., and Philadelphia can best be characterized as a function of 
 A. distance decay 
 B. the gravity model 
 C. spatial interaction 
 D. cultural ecology 
 E. distribution ",A," #1: A. distance decay 
#2: B. the gravity model 
#3: C. spatial interaction 
#4: D. cultural ecology 
#5: E. distribution 
  ",0
" 
 The term ""formal region"" refers to which of the following? 
 A. A region where everything has the same set of characteristics 
 B. A region where there are different characteristics 
 C. A region defined around a certain point or node 
 D. A region that exists primarily in an individual’s perception or feelings 
 E. A region that speaks the same language ",A," #B 
 
The term ""formal region"" refers to a region where there are different characteristics. 
 
The term ""formal region"" refers to a region where there are different characteristics. 
 
The term ""formal region"" refers to a region where there are different characteristics. 
 
The term ""formal region"" refers to a region where there are different characteristics. 
 
The term ""formal region"" refers to a region where there are different characteristics. 
 
The term ""formal region"" refers to a region where there are different characteristics",0
" 
 Which of the following is a primate city, based on the data shown in the table below? 
 A. São Paulo 
 B. Shanghai 
 C. Beijing 
 D. Mexico City 
 E. Guadalajara ",D," #1: A. São Paulo 
#2: B. Shanghai 
#3: C. Beijing 
#4: D. Mexico City 
#5: E. Guadalajara 
  ",0
" 
 The World Trade Center in New York City exemplified which of the following? 
 A. Symbolic landscape 
 B. Cityscape 
 C. Festival landscape 
 D. Cultural landscape 
 E. Folk landscape ",A," #B 
The World Trade Center in New York City exemplified which of the following? 
 A. Symbolic landscape 
 B. Cityscape 
 C. Festival landscape 
 D. Cultural landscape 
 E. Folk landscape 
 
The answer is: 
B. Cityscape 
 
The correct answer is: 
B. Cityscape 
 
The correct answer is: 
B. Cityscape 
 
The correct answer is: 
B. Cityscape 
 
The correct answer is: 
B",0
" 
 Rapid population growth would likely lead to which of the following effects? 
 A. Increase in biodiversity 
 B. Environmental degradation 
 C. Improvement in air quality 
 D. Political stability 
 E. Environmental policy-making ",B," #B 
Environmental degradation 
  ",1
" 
 Which of the following is true of the sector model for U.S. cities? 
 A. It demonstrates that areas are zoned off or gated off from other zones in the city. 
 B. It represents a city with growth that is connected to the central city by means of an arterial highway or interstate. 
 C. It suggests that lower classes live closest to the central business district, while the upper classes live farther out. 
 D. It describes a social structure based on transportation systems rather than on distance from the central business district. 
 E. It proposes that urban growth is independent of the central business district. ",D," #D 
The correct answer is #D. The sector model for U.S. cities is a model that describes urban growth in terms of transportation systems rather than distance from the central business district. 
  ",1
" 
 Most of the urban areas in the United States most accurately reflect which urban model? 
 A. Concentric zone model 
 B. Sector model 
 C. Multiple nuclei model 
 D. Central place theory 
 E. Von Thünen’s model ",C," #1: A. Concentric zone model 
#2: B. Sector model 
#3: C. Multiple nuclei model 
#4: D. Central place theory 
#5: E. Von Thünen’s model 
  ",1
" 
 Which vegetative hearth grew taro, bananas, and palm trees? 
 A. Southeast Asia 
 B. West Africa 
 C. Central America and northwestern South America 
 D. Northern China 
 E. Northeastern India ",A," #B 
  ",0
" 
 Which of the following most directly produces a built environment? 
 A. Popular culture 
 B. Multicultural society 
 C. Folk culture 
 D. Non-material culture 
 E. Material culture ",E," #E. Material culture. 
  ",1
" 
 Democratization is more likely to occur in a country when that country has which of the following? 
 A. A relatively high level of wealth, a strong educational system, and strong social mobility 
 B. A relatively high level of wealth and a reliance on one or a few natural resources for its income 
 C. A relatively low level of wealth, a weak educational system, and little social mobility 
 D. A short cultural history and an unstable older population 
 E. A short cultural history and an unstable younger population ",A," #A 
 
The correct answer is #A. A relatively high level of wealth, a strong educational system, and strong social mobility. 
 
The correct answer is #A. A relatively high level of wealth, a strong educational system, and strong social mobility. 
 
The correct answer is #A. A relatively high level of wealth, a strong educational system, and strong social mobility. 
 
The correct answer is #A. A relatively high level of wealth, a strong educational system, and strong social mobility. 
 
The correct answer is #",1
" 
 Which of the following boundary types best describes the western United States? 
 A. Cultural boundary 
 B. Subsequent boundary 
 C. Physical boundary 
 D. Geometric boundary 
 E. Antecedent boundary ",D," #C 
The correct answer is: C. Physical boundary 
The western United States is characterized by a variety of physical boundaries, including mountain ranges, rivers, and deserts. These physical features have shaped the region's geography and have influenced the development of its culture and society. 
The correct answer is: C. Physical boundary 
The correct answer is: C. Physical boundary 
The correct answer is: C. Physical boundary 
The correct answer is: C. Physical boundary 
The correct answer is: C. Physical boundary 
The correct",0
" 
 Which of the following best explains a difference between eastern and western U.S. cities? 
 A. Eastern U.S 
 B. Western U.S 
 C. Western U.S 
 D. Western U.S 
 E. Eastern U.S ",E," #E. Eastern U.S. 
  ",1
" 
 Historically, the U.S. population has tended to move in which directions? 
 A. South, then east 
 B. North, then west 
 C. West, then south 
 D. North, then east 
 E. West, then north ",C," #B 
 
The correct answer is:

B. North, then west 
 
The correct answer is:

B. North, then west 
 
The correct answer is:

B. North, then west 
 
The correct answer is:

B. North, then west 
 
The correct answer is:

B. North, then west 
 
The correct answer is:

B. North, then west 
 
The correct answer is:

B. North, then west 
 
The correct",0
" 
 Which of the following types of farming involves abandoning fields and allowing the land to return to its natural state? 
 A. Intertillage 
 B. Mixed cropping 
 C. Pastoral nomadism 
 D. Plantation farming 
 E. Shifting cultivation ",E," #E. Shifting cultivation. 
  ",1
" 
 Which of the following correctly pairs the agricultural technique with its revolution? 
 A. Animal domestication and the First Agricultural Revolution 
 B. Planting of crops and the Second Agricultural Revolution 
 C. Hybridization and the Industrial Revolution 
 D. Planting of crops and the Third Agricultural Revolution 
 E. Animal domestication and the Green Revolution ",A," #1: A. Animal domestication and the First Agricultural Revolution 
#2: B. Planting of crops and the Second Agricultural Revolution 
#3: C. Hybridization and the Industrial Revolution 
#4: D. Planting of crops and the Third Agricultural Revolution 
#5: E. Animal domestication and the Green Revolution 
  ",0
" 
 The land-survey pattern shown below is used in which part of the United States? 
 A. Midwest 
 B. New England 
 C. West Coast 
 D. Southwest 
 E. Southeast ",E," #E 
  ",1
" 
 According to Wallerstein's world systems analysis, which of the following areas represents less developed countries? 
 A. Core areas 
 B. Periphery areas 
 C. Semi-periphery areas 
 D. Industrial core areas 
 E. Upward transition areas ",B," #B 
  ",1
" 
 Which of the following is an example of a non-basic industry? 
 A. Manufacturing cars in Detroit 
 B. Producing steel in Pittsburgh 
 C. Milling in Minneapolis 
 D. Creating computer chips in Silicon Valley 
 E. Building homes in West Virginia ",E," #D. Creating computer chips in Silicon Valley 
  ",0
" 
 Based on the chart below, which of the following metropolitan areas would most likely be considered a megacity? 
 A. São Paulo 
 B. Washington, D.C. 
 C. Toronto 
 D. Madrid 
 E. Boston ",A," #A 
  ",1
" 
 Which of the following best describes Weber's least cost theory? 
 A. The weight of the raw materials and the finished product will determine the location of the production facility. 
 B. A weight-gaining industry’s production point will need to be located closer to the raw materials. 
 C. A weight-reducing industry’s production point will need to be located closer to the market. 
 D. Variable costs fluctuate based on the volume of the order. 
 E. Fixed costs do not fluctuate based on the quantity ordered. ",A," #C 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 ",0
